CanonicalSMILES	MW	LogP	TPSA	HBA	HBD	RotB
[C][O][C][=C][C][=C][C][=C][C][=Branch1][#Branch2][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][O][C][C][C][Branch1][C][N][C][Branch1][S][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F][O][Ring2][Ring1][Branch1]	389.3730000000001	4.277800000000003	53.71000000000001	4	1	3
[C][C][#C][C][N][C][Branch1][N][N][C][C][C][C][Branch1][C][N][C][Ring1][#Branch1][=N][C][=C][Ring1][N][C][=Branch1][C][=O][N][Branch2][Ring1][S][C][C][C][N][C][C][C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][C][C][Ring1][P][C][=Branch1][C][=O][N][Ring2][Ring1][N][C]	585.7130000000001	1.4599800000000025	147.21	11	2	8
[N][C][C][C][Branch2][Ring1][=C][N][C][C][=C][N][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][N][=C][Ring1][N][C][Ring1][#C][C][O][C][Ring2][Ring1][Branch1][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F]	452.4050000000002	2.0321	90.45	7	1	3
[N][C][C][C][Branch2][Ring2][O][N][C][C][=C][N][Branch2][Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][N][=C][Ring2][Ring1][C][C][Ring2][Ring1][Branch1][C][O][C][Ring2][Ring1][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F]	528.5030000000003	3.590200000000002	90.45	7	1	4
[C][N][Branch2][Ring1][=N][C][C][C][C][Branch2][Ring1][C][C][Branch1][C][N][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F][C][C][Ring1][P][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2]	433.52400000000017	3.5857800000000024	87.19	4	1	6
[C][N][Branch2][Ring1][=N][C][C][C][C][Branch2][Ring1][C][C][Branch1][C][N][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F][C][C][Ring1][P][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1]	409.5020000000001	3.109100000000001	76.28999999999999	4	1	6
[C][N][Branch1][#C][C][=Branch1][C][=O][C][C][=C][N][Branch1][C][C][N][=Ring1][=Branch1][C][C][C][C][Branch2][Ring1][C][C][Branch1][C][N][C][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F][C][C][Ring1][P]	376.4510000000001	2.8991000000000016	64.15	4	1	5
[C][C][C][Branch1][C][C][C][Branch1][C][N][C][=Branch1][C][=O][N][C][C][Branch1][Ring2][N][=N+1][=N-1][C][C][Ring1][Branch2][C][#N]	250.306	1.16318	118.88	4	1	4
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][N][C][=C][C][=C][C][=C][C][=C][Branch1][#Branch1][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][C][Branch1][C][N][C][Branch1][S][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F][O][Ring2][Ring1][C][=C][Ring2][Ring1][=C]	483.5110000000002	5.331100000000005	69.39	4	1	3
[C][O][C][=C][C][=C][C][=C][C][=C][Branch1][#Branch1][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][C][Branch1][C][N][C][Branch1][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][O][Ring1][P]	341.357	4.130100000000003	44.48	3	1	2
