CanonicalSMILES	MW	LogP	TPSA	HBA	HBD	RotB
COC1OC2=CC(O)=C3C(=C2C(=O)N1C(=O)NCC4=CC=CS4)OC5=CC(O)=C(C(C)=O)C(=O)C53C	512.4960000000002	2.645900000000001	151.7	10	3	4
COC1OC2=CC(O)=C3C(=C2C(=O)N1C(=O)NCC4=CC=CC(Cl)=C4)OC5=CC(O)=C(C(C)=O)C(=O)C53C	540.9120000000001	3.237800000000002	151.7	9	3	4
CC1=CC=C(OC(=O)N(CC(=O)O)CC2=CC=CC(OCC=3N=C(C4=CC=CC=C4)OC=3C)=C2)C=C1	486.5240000000003	5.623040000000005	102.1	6	1	9
COC(=O)N(CC(=O)O)CC1=CC=CC(OCC2=COC(C3=CC=C(Cl)C=C3)=N2)=C1	430.8440000000001	4.227000000000003	102.1	6	1	8
COC(=O)N(CC(=O)O)CC1=CC=CC(OCC2=COC(C3=CC=C(C(F)(F)F)C=C3)=N2)=C1	464.3960000000001	4.592400000000004	102.1	6	1	8
CCCCCCCOC(=O)C1C(C2=CC=CC=C2)C(C(=O)O)C1C3=CC=CC=C3	394.51100000000014	5.398200000000005	63.60000000000001	3	1	10
CN1C(C2=CC=CC=C2)=C(CCC3=CC=CC=C3)C4=CC(CC(=O)O)=CC=C41	369.4640000000001	5.257600000000004	42.23	2	1	6
O=C(O)C(CC1=CC=C(OCCOC2=CC=C3C(=C2)CCCC3)C=C1)C(=O)O	384.42800000000017	3.351100000000001	93.06000000000002	4	2	9
O=C(O)CC1=CC=C2[NH1]C(C3=CC=C(F)C=C3)=C(CCC4=CC=C(F)C=C4)C2=C1	391.41700000000014	5.525400000000004	53.09	1	2	6
COC(=O)C1CC2=CC=C(OCCC=3N=C(C4=CC=CC=C4)OC=3C)C=C2OC1=O	407.42200000000014	3.5222200000000026	87.86000000000001	7	0	6
COC(=O)C(CC1=CC=C(OCCOC2=CC=C3C(=C2)C(C)(C)CCC3(C)C)C=C1)C(=O)O	454.5630000000003	4.909700000000004	82.06	5	1	9
CCC(CC1=CC=C(OC)C(C(=O)NCC2=CC=CC(OC3=CC=CC=C3)=C2)=C1)C(=O)O	433.5040000000001	5.070800000000004	84.86	4	2	10
CSC1=NC(NC2=CC=CC=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	383.4980000000001	4.932600000000003	75.11	6	2	7
CSC1=NC(NCC2=CC=CC=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	397.52500000000015	4.801100000000004	75.11	6	2	8
CSC1=NC(NC2CC2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	347.46500000000003	3.763300000000002	75.11	6	2	7
CCCCSC1=NC(NCC2=CC=CC=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	439.60600000000017	5.971400000000005	75.11	6	2	11
CSC1=NC(NCC2CCCCC2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	403.573	5.181200000000004	75.11	6	2	8
CSC1=NC(Cl)=C(C(=O)NCC2=CC=CC=C2)C(NCC3=CC=CC=C3)=N1	398.9190000000001	4.394000000000002	66.91	5	2	7
CSC1=NC(NCC2=CC=CC=C2)=C(C(=O)O)C(OCC3=CC=CC=C3)=N1	381.45700000000016	4.087800000000002	84.34	6	2	8
CCCCCCCNC1=NC(NCC2=CC=CC=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	464.6350000000002	6.461500000000006	87.14	6	3	14
CSC1=NC(NCC2=CC=CN=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	398.51300000000015	4.196100000000002	88.0	7	2	8
CSC1=NC(NCC2=CC=NC=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	398.51300000000015	4.196100000000002	88.0	7	2	8
CCCCCCCCSC1=NC(NCC2=CC=CC=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	495.7140000000002	7.531800000000008	75.11	6	2	15
CSC1=NC(NCCC2=CC=CC=C2)=C(C(=O)O)C(SCC3=CC=CC=C3)=N1	411.5520000000001	4.843600000000004	75.11	6	2	9
